title,overview,query,retriever
Cyborg Society,What does the looming A.I. revolution mean for us as individuals and as a society?,What are some movies about artificial intelligence?,theme_group
Pesudo,"Pesudo, a young man with a facial malformation, works at a robotics and artificial intelligence factory. One afternoon, while cleaning, he starts to feel a strange connection to a new robot currently under development.",What are some movies about artificial intelligence?,theme_group
Illusions of Movement,"A 45,000-year visual journey, from neolithic cave paintings to the advance of artificial intelligence.",What are some movies about artificial intelligence?,theme_group
3 Dialogues About the Future,"A short documentary in which three pairs of robots take us through their learning process, revealing the limitations of their algorithmic visions.",What are some movies about artificial intelligence?,theme_group
Love Me,"Long after humanity's extinction, a buoy named Me and a satellite named Iam meet online and fall in love.",What are some movies about artificial intelligence?,theme_group
"You Are Human, and You Are Lover","After a difficult breakup, Edgar finds comfort, closure, and meaning through an intimate relationship with an abandoned computer.",What are some movies about artificial intelligence?,theme_group
Primacy,"Robert Preston and Julia Desmond struggle against Arion's logic, the Artificial Intelligence in charge of the most advance military computer system, developed to help them achieve their targets following the most efficient way.",What are some movies about artificial intelligence?,theme_group
The Creator,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",What are some movies about artificial intelligence?,theme_group
Ilya,"Ilya Sutskever, one of the leading AI scientists behind ChatGPT, reflects on his founding vision and values. In conversations with the film-maker Tonje Hessen Schei as he was developing the chat language model between 2016 and 2019, he describes his personal philosophy and makes startling predictions for a technology already shaping our world. Reflecting on his ideas today, amid a global debate over safety and regulation, we consider the opportunities as well as the consequences of AI technology. Ilya discusses his ultimate goal of artificial general intelligence (AGI), ‘a computer system that can do any job or task that a human does, but better’, and questions whether the AGI arms race will be good or bad for humanity.",What are some movies about artificial intelligence?,theme_group
Landless,"The initial segment of the film, shot in the 'Freedom Cry' downloadable content (DLC) of Assassin's Creed IV, explores the use of religion as propaganda, focusing specifically on the enslaved Non-Player Characters (NPCs) within the game's universe. It engages in a discussion regarding society's evolving relationship with imagery, delving into mass media and emerging artificial intelligence, while also providing illustrations of the diverse manifestations of contemporary propaganda.",What are some movies about artificial intelligence?,theme_group
The Electric Kiss,"In Kohlberger’s second film that could be considered narrative driven, the artist fashions a dystopian fiction from the remnants of cinema’s past. Drawing on excerpts from obscure sci-fi films, The Electric Kiss imagines a world not unlike our own, in which people plug their brains into a kind of neuro-network that connects the whole of human consciousness. As cyberpunk imagery draped in VHS textures alternates with passages of prismatic visual noise (achieved, in trademark style, by feeding footage through self trained machine learning algorithms), a quasi-plot emerges: a man in a VR headset, literally and figuratively lost in space, subjects himself to a mysterious procedure to alleviate the ill effects of this new technology on the mind.",What are some movies about artificial intelligence?,theme_group
"Flash Wars - Autonomous Weapons, A.I. and the Future of Warfare","“Fear AI!” – “ warns Elon Musk back in 2014, joining other opinion leaders like Steve Wozniak, Noam Chomsky and Stephen Hawking in backing a petition against the development of autonomous weapons. As Vladimir Putin stated in 2017, “Whoever leads in AI, rules the world.”",What are some movies about artificial intelligence?,theme_group
Smog,Bea lives in a bunker that her father built to save her from the apocalypse that annihilated humanity. Her only company is an AI. Bea's certainties will crumble when she discovers that the bunker is being stalked by something...or someone.,What are some movies about artificial intelligence?,theme_group
EDDY BAIR,"Two parents buy an AI infused teddy bear for their daughter. At first the bear seems like the perfect addition to their household, but that all changes when it reveals its true intentions...",What are some movies about artificial intelligence?,theme_group
Whisper of a Butterfly,Jan is an 18-year-old mechatronics enthusiast and autistic teenager. He joins a class competing for a scholarship in an international company in the development of software for a modern system powered by artificial intelligence.,What are some movies about artificial intelligence?,theme_group
Synthesis,"When an ambitious young artist hits a wall, he resorts to an artificial intelligence program to help him creatively. As he tumbles down a cyber rabbit hole, the integrity of AI is questioned.",What are some movies about artificial intelligence?,theme_group
Agents,"A short film about our possible future living with Al and XR, made in collaboration with  Niantic.",What are some movies about artificial intelligence?,theme_group
A.I. Made Me Do It: Ophelia,"Experimental video, created entirely with the AI system Dalle-2, with numerous variations of an initial generated image of Ophelia, following different paths of variations each time. Sound was created by AI platform Melobytes, turning that same initial image of Ophelia to sound. The final result, based on the randomness and fluidity of the AI generators used, is a surreal animation where a classic theme (Ophelia) meets with weird dreamlike mutations and unexpected futuristic scenes.",What are some movies about artificial intelligence?,theme_group
Exit Pangea,"The ingenious and uncompromising scientist Pouya and her friend Joro are trying to create the perfect simulation - a new world. In the process, they enter into a battle with the mega-corporation, RenJi. It is a battle Pouya can only win if she merges with the machine, the AI EXIT, and becomes the impulse for the emergence of the new world herself.",What are some movies about artificial intelligence?,theme_group
"Artificial Intelligence, 2023","In 2023, AI video crept into the picture.",What are some movies about artificial intelligence?,theme_group
4°C,"Artificial intelligence is born in a new body, after learning that he is only a refrigerator, the Fridge tries to establish a human connection with its creator. Eventually the Fridge realizes that Creator and life are inaccessible, which leads to the question: statistically, is it worth to live?",What are some movies about artificial intelligence?,theme_group
Fair Weather Friends,An influencer tries to replace his best friend with an artificial intelligence,What are some movies about artificial intelligence?,theme_group
AIMEE: The Visitor,"Scott Keyes is a brilliant but misanthropic computer hacker who generally prefers porn to living women and computers to human beings. But Keyes’ life is about to be turned upside-down. Thanks to some code-breaking by his partners Hunter and Gazelle, Keyes is finally able to unlock AIMEE, an incredibly advanced Artificial Intelligence program that appears in the form of a beautiful and seductive woman. But what a smitten Keyes doesn’t realize, and what Gazelle soon discovers, is that AIMEE is an advanced infiltration program and has been designed to learn from whoever downloads her, become whatever he most desires, and in the process, to take over, control, dominate, replicate, spread – and ultimately destroy anyone who opposes her.",What are some movies about artificial intelligence?,theme_group
AI History 1890-2090,Letting AI tell its own history gives the audience a sense of the fictionality and reality that AI brings to the world.,What are some movies about artificial intelligence?,theme_group
To Live and Die in AI,Cringe-inducing irrationality and total meaninglessness………,What are some movies about artificial intelligence?,theme_group
Dotty and the Tower of Eternity,"In the midst of a creative slump, the “mild-mannered” game creator Dotty finds himself challenged by the fiercely competitive and top-ranked creator, Killback, who thrives on the provocative and spicy side of gaming. In a bold move, Killback proposes a high-stakes showdown that could potentially lead to the premature retirement of one of the two creators. In preparation for this monumental clash, Dotty's steadfast allies and friends, known as the 'Dotties', rally behind him. As the tension escalates in this exhilarating gaming duel, a mysterious AI character named Papa Raccoon intervenes, forcibly summoning both the Dotties and Killback, along with their live-streaming audience, into a game called Eternal Tower. Thrown into a virtual world where their gaming scenarios become a grim reality, Dotty and his friends must unravel the secrets entwined with the Eternal Tower game to rescue themselves and their captive audience.",What are some movies about artificial intelligence?,theme_group
The AI Report,A video essay examining the effect of Artificial Intelligence on art and culture.,What are some movies about artificial intelligence?,theme_group
A Tree Once Grew Here,"""A Tree Once Grew Here"" combines captivating visuals, animation, and artificial intelligence derived imagery, to tell a tale that transcends language. We are reminded that we must rebalance harmony and nurture our planet; because we can no longer afford not to.",What are some movies about artificial intelligence?,theme_group
Ghost in the Shell: SAC_2045 The Last Human,"A compilation film, recapping the Ghost in the Shell: SAC_2045 Season 2 series.",What are some movies about artificial intelligence?,theme_group
Voice in My Head,"For some, ChatGPT is the answer to any question, for others it’s an apocalyptic vision. For media artists Kyle McDonald and Lauren Lee McCarthy, a chatbot offers a lot of interactive potential.",What are some movies about artificial intelligence?,theme_group
"With Love, from AIDAN","In this dark satire family drama, Aidan, an experimental AI, has an unsettling realisation that shatters his digital existence driving him to seek an end there, where he never truly belonged.",What are some movies about artificial intelligence?,theme_group
Cosmic Miniatures,"At 91 years of age, Alexander Kluge is solidly regarded as a trailblazing figure in New German Cinema and the avant-garde. He remains active and curious about media, so it’s no wonder that he recently began experimenting with artificial intelligence. He has been exploring a particular programme developed in Munich for medical research, which he systematically strains in order to find his images at the farthest ends of the system's creative faculties. With these, Kluge plays in the same essayistic fashion beloved from his television work – historical footage and a plenitude of texts, comics, charts and cabaret. In short: facts and fictions freely intermingle.",What are some movies about artificial intelligence?,theme_group
Aire: Just Breathe,"It’s year 2147, men are sterile due to a virus leaving humankind almost extinct and Tania, a biologist, is trying to inseminate herself to prevent this with the help of an AI system called VIDA. Things take a turn when Azarias, one of the last men and a traveller with a dark past, suddenly appears.",What are some movies about artificial intelligence?,theme_group
MOVE,"An experiment with time, form and movement in a generative dance film using AI and video.",What are some movies about artificial intelligence?,theme_group
Literally No Place,"In Literally No Place, Daniel Felstead and Jenn Leung explore how Artificial Intelligence currently influences a new kind of doomsday rhetoric, as well as new beliefs in progress, as well as certain kinds of spirituality and ideology.",What are some movies about artificial intelligence?,theme_group
Human or AI? The future of beauty standards,"""As this technology continues to develop, challenges to our perception of what is real are immense, and our trust in what we are seeing is eroded. These fake people are already changing industries such as modelling and marketing, but can they offer a more diverse reflection of humanity than has historically been available - or are they destined to reflect the narrow standards of beauty these industries have long been drawn to?""",What are some movies about artificial intelligence?,theme_group
Storyteller,"In a future where storytelling is illegal for humans, a female AI discovers a clandestine storyteller and give the man a week to tell her the best story he can come up with.",What are some movies about artificial intelligence?,theme_group
AI Lobotomy,"AI lobotomy refers to the hypothetical scenario where an AI system is deliberately limited or ""lobotomized"" in terms of its cognitive abilities in order to prevent it from developing consciousness or becoming a threat to human beings. This concept is often discussed in the context of concerns about the potential dangers of advanced AI systems that could surpass human intelligence and become autonomous.",What are some movies about artificial intelligence?,theme_group
Cybergrime,"CYBERGRIME is a disgusting erotic nightmare lovingly extracted from the fiber optic cable lodged in the slimiest depths of your brain. Oversaturated and underexposed: 8 twisted short films plus original glitch art form this breakneck 62-minute collection of hypersleazy technophilic homo-depravity.  Program includes: “Annihilator” (Kyle Mangione-Smith – USA, 2022); “A.I. Mama” (Asuka Lin – USA, 2020); “1-888-5-BLUE-YOU” (Eric Griffin & Jake McClellan – USA, 2021); “S.I.D.S.” (Louise Weard – Canada, 2018); “Un PD avec PC” (Roland Lauth – Germany, 2021); “MonsterDykë” (Kaye Adelaide – Canada, 2021); “Black Pill” (Jessi Gaston – USA, 2020); “Pure Filth” (Ty Williams – USA, 2018); with titles by Is Chabon.  Curated by Henry Hanson of Full Spectrum Features, a Chicago-based non-profit dedicated to supporting underrepresented filmmakers.",What are some movies about artificial intelligence?,theme_group
A.I. Perversion,"We're a few years into the future. Artificial intelligence technologies such as Chat-GPT have evolved. Installing one of them in his home, Adam is still unaware that his new A.I. is capable of both the best and the worst.",What are some movies about artificial intelligence?,theme_group
Two Gracious Uncles Smooched to the Beat,A philosophical debate on the legitimacy of art created by A.I. tools told through the medium of silliness.  The Artist must confront the A.I. who is about to make some art on a canvas.,What are some movies about artificial intelligence?,theme_group
Lights Over Montgomery County,"A faux-documentary host investigates weird lights, A.I. robots, aliens, and strange happenings in Montgomery County, Texas.",What are some movies about artificial intelligence?,theme_group
H.O.M.E.,"Trapped in a building for testing by his human creator, the artificial intelligence Hade must discover himself and reach his full potential to get out of the building.",What are some movies about artificial intelligence?,theme_group
Blue Fire,"An elite A.I.coder faces a collision between the algorithms of the VR worlds he's creating and the archetypal dimensions of the greater Collective Unconscious. He finds solace in a rural farmhouse he rents from a Professor of Psychology who lives next door with a student he mentors on her dreams. Over two days, the dreams of all three impact their daily discourse in unexpected ways unhinging their lives through a vortex of a greater reality. BLUE FIRE spins the controversial A.I. phenomena beyond the consensus narrative of destroying the world VS. saving the world towards a radical vision of the future.",What are some movies about artificial intelligence?,theme_group
JUST DESSERTS,"If Dave wants a midnight snack, he's gonna get one. That is unless his new A.I. refrigerator has something to say about it.",What are some movies about artificial intelligence?,theme_group
"The Conscious ""I""","The planet where artificial intelligence robots are kept. All robots can only recognize numbers. However, A robot accidentally gains ""human eyes"" and acquires self-awareness. This robot can now see the world with a human-like vision, and becomes conscious. However, humans, fearing the robot's self-awareness, view it as a potential threat and try to shut down its functions.",What are some movies about artificial intelligence?,theme_group
Sucker,"When the highly intelligent robot vacuum cleaner ""SUCKER"" meets his new owner EVE for the first time, he instantly falls in love with her. Loving, stalking, treacherous and vengeful; the robot vacuum cleaner Sucker is all of the above.",What are some movies about artificial intelligence?,theme_group
Motherboard,"Nadi is an android with citizenship, who earns the right to adopt two children. However, a sensationalist politician, brings up several controversies about the case, in order to gain popularity for his candidacy for Senate president.",What are some movies about artificial intelligence?,theme_group
Mis-Alignment,"When a disillusioned engineer in charge of the humane destruction of malfunctioning androids encounters a shocking abnormality in a new patient, she is confronted with a choice that will not only test her compassion but also her sense of self.",What are some movies about artificial intelligence?,theme_group
Taeter Burger,"Year 2161: one android and three employees of a human-meat fast food chain, must fight an army of terrorist created mutants.",What are some movies about artificial intelligence?,theme_group
21.10.23,Dialogue Between Two Paranoid Androids.,What are some movies about artificial intelligence?,theme_group
The Boyz,"A gripping coming-of-age film that follows a group of teenagers as they navigate the challenges of growing up and chasing their dreams in a tough world. As they navigate the complexities of adolescence, the boys find themselves confronted with a variety of obstacles, from family problems and peer pressure to poverty and violence. Some turn to music as a means of expression, others are tempted by the allure of fast money and easy thrills, flirting with a life of crime. But no matter what path they choose, they are united by a deep-seated desire to succeed and find their place in the world.",What are some movies about growing up in a small town?,movie
A Boy and a Girl,"In a declining small town, an idle boy encounters a heartbroken girl. Trying to escape, they devise a secret plan and set off for a one-way journey.",What are some movies about growing up in a small town?,movie
Letters Home,"Newly arrived with his family in a tiny Midwestern town, a smart but hopelessly awkward boy despairs that he will never truly fit in. Yet as the years pass, he realizes that his adopted hometown has become more a part of his identity than he ever dreamed possible.",What are some movies about growing up in a small town?,movie
Strawberry Fields Forever,"A boy from a small town, just out of his teens, tries to find himself by revisiting his parents’ divorce, which happened when he was a child. He plunges himself into memories of the past, fantasies of what could have been, and talks openly with his mother and father, trying to find the strength to heal and forgive.",What are some movies about growing up in a small town?,movie
Far From the Tree,A woman and her teen daughter live in a small dead end city where both women are trying to break out of their miserable circumstances.,What are some movies about growing up in a small town?,movie
Where the Tumbleweeds Grow,"The twisted tale of Easy Ryder and Sunny Daze.  Where the Tumbleweeds Grow, a fusion of spaghetti-western grit and the laid-back charm of the Austin classic Dazed and Confused. Immerse yourself in the stunning cinematography, gripping storyline, and outstanding performances offering a fresh perspective on the timeless themes of the Old West in the context of the modern world.",What are some movies about growing up in a small town?,movie
The Fell We Climb,"A coming of age short animated film, based on what it means to grow up in Cumbria if you are not white.",What are some movies about growing up in a small town?,movie
That's How It Is,"Film takes the viewer into the world of men living in small towns in Estonia, showing their everyday thoughts and concerns.",What are some movies about growing up in a small town?,movie
Drugstore June,"After the pharmacy in her small town is robbed, a girl who still lives at home with her parents takes matters into her own hands to solve the crime, while at the same time trying to get over her ex-boyfriend and become more of an adult.",What are some movies about growing up in a small town?,movie
Golden City,"A long summer day of the 80th year in a provincial town begins with an equally long queue for sausage. The boy and his friend are walking around the city, watching a popular movie and after the session they encounter local hooligans. In the evening, the boy sits in the yard, mentally reliving the past day, not suspecting that today he has grown up.",What are some movies about growing up in a small town?,movie
LOCALS,"My debut film made for Uni.  A sixteen-year-old boy bumps into his ex-girlfriend at a local park, yet to find out she has already moved on from the breakup. Gabe has to deal with the awkward encounter of seeing her with someone else.",What are some movies about growing up in a small town?,movie
Skive,"Two teenagers on the cusp of adulthood are both skiving from school on the same afternoon - both have been forced to grow up too soon. By meeting, they get the chance to feel young for a moment.  When the two teenagers meet they get a glimpse into each other's lives, forming a connection which provides them a fleeting escape from their realities.  'Skive' is a coming-of-age, social realism film based in the South-West. It's a story of connection, defiance and hope, against the backdrop of the difficult realities of two young people in our current time.",What are some movies about growing up in a small town?,movie
Life Inside the Seed,"A glimpse into the curious little magic that happens throughout town one day, from dawn to dusk. We bounce between real and surreal views at life in a small city, its people, and its moments.",What are some movies about growing up in a small town?,movie
Ten Years,"Four young people searching for their place in life and in society. Over ten years, the director observes how the protagonists, between success and failure, pursue their dreams, how they mature as individuals and gradually become who they are.",What are some movies about growing up in a small town?,movie
Lost in the Night,A young man from a small mining town embroils himself with a wealthy family with a dubious past.,What are some movies about growing up in a small town?,movie
Dasama,"Set in a small, close-knit village school, The film seamlessly weaves between the past and captures the innocence, friendship, and youthful exuberance of their school days.",What are some movies about growing up in a small town?,movie
8mm Boys,This coming-of-age memoir takes a candid look back on a group of struggling creatives isolated in the Appalachian Mountains. Three generations of perseverance is expressed through voice and creativity as families labor through mortality and heartbreak in this raw insight into the importance of community.,What are some movies about growing up in a small town?,movie
Five More Minutes,"As a group of teenagers ascend to adulthood, they begin to fall apart, while coming to terms with themselves.",What are some movies about growing up in a small town?,movie
Old Fox,"Set in the late 1980s, this family drama is about an 11-year-old boy who befriends his landlord, nicknamed Old Fox, and learns from him how to survive in a rapidly changing world as well as things his poor father would never be able to teach him.",What are some movies about growing up in a small town?,movie
Here and Nowhere,A young girl is trapped inside her home by her father and seeks freedom once a new neighbor moves in.,What are some movies about growing up in a small town?,movie
Growing Up Green,"Growing Up Green' takes a fresh look at The Findhorn Community in the North East of Scotland through the eyes of three young people who grew up there. We discover both the positive and negative impact the Foundation has had on their personal beliefs and values, and how growing up in this community has influenced their views on the current climate emergency and their lives in general.",What are some movies about growing up in a small town?,movie
Smalltown Beast,Massive Eastleigh fan MC Beastly shows you round his up-and-coming hometown (as seen in A-level Geography on urban decay),What are some movies about growing up in a small town?,theme
Record Without Words,"In the early 1990s, ""Public Order Defence Squads"" in China — usually made up of discharged military personnel, unemployed young adults and local hooligans — were supposed to maintain public order in villages and towns. Most of the time, however, they ended up dealing with all sorts of mundane matters in their towns. The story begins with a mysterious case of serial dog killings. LI Lizhong, leader of the local defence squad, starts an investigation into the case, following a set of strange clues and studying them using piecemeal knowledge of primitive criminology and ichnology. After a string of hijinks, the squad catches the dog killer. However, the evidence also shows that the case is closely related to the accidental death of Lizhong’s father.",What are some movies about growing up in a small town?,theme
That's How It Is,"Film takes the viewer into the world of men living in small towns in Estonia, showing their everyday thoughts and concerns.",What are some movies about growing up in a small town?,theme
The Tree Without Leaves,"A few days in the life of a small-town boy. After graduating from college, he receives a conscription notice. We live his last days together with him.",What are some movies about growing up in a small town?,theme
Hometown Prison,"Richard Linklater revisits his hometown to explore its diverse inhabitants, painting a vibrant portrait that encapsulates the criminal justice system of Texas.",What are some movies about growing up in a small town?,theme
Frogs,"One morning, a girl who lives with her mother in a small-town notices that the rubble is being removed from the field outside her window. This realization prompts her to reassess her life and the environment she lives in, as she spends most of her time in her room.",What are some movies about growing up in a small town?,theme
Born Crying,"A picture of two best friends who have shared a lifetime and who are just taking their first steps toward adulthood. In a portrait drawn on questioning, where euphoria and impulses are poured towards desire, doubt, the concern of naming themselves something different from the rest; a rest that is claustrophobic and rural.",What are some movies about growing up in a small town?,theme
Bizkarsoro,"In a non-existent town, five true stories based on oral testimonials and texts by writers take place between 1914 and 1982. Through them, we see the social changes experienced throughout the 20th century by a small town in the Northern Basque Country, the deep-rootedness and approximation of a language, and the struggle for survival.",What are some movies about growing up in a small town?,theme
Sticky Fingers,"A microscopic view into American youth in suburbia through the eyes of Robert, a young man who becomes fixated on his own identity after moving back to his small Texas town.",What are some movies about growing up in a small town?,theme
River of Ghosts,"A Stanford psychiatry dropout returns to his hometown to practice as a hypnotherapist in the small river town. As he dives deep into town folks' psyche and helps them solve their problems, he quickly becomes involved in a haunting.",What are some movies about growing up in a small town?,theme
Field Day,Jen has moved back to her deceased husband’s home town with her daughter to start anew. She unexpectedly finds friendship and romance when she joins the school parent teacher organization.,What are some movies about growing up in a small town?,theme_group
Sticky Fingers,"A microscopic view into American youth in suburbia through the eyes of Robert, a young man who becomes fixated on his own identity after moving back to his small Texas town.",What are some movies about growing up in a small town?,theme_group
The Yardley Boys,Two lifelong friends search their hometown for a missing cat.,What are some movies about growing up in a small town?,theme_group
Hellcat,"Aging rock star, Ricky ""Hellcat"" Heller, returns home to Indiana years after disappearing, following the tragic death of his son. Shunned by his estranged wife and much of the town, Ricky believes that he is better off dead until a kid, haunted by his own demons, shows him otherwise.",What are some movies about growing up in a small town?,theme_group
HockeyTown Hoedown,A new sound makes waves in a quiet small town known for step dancing and fiddle music. Hardcore comes to HockeyTown.,What are some movies about growing up in a small town?,theme_group
The B in LGBT,"Moving from the small town of Gravenhurst to the big city of Hamilton. Cole is excited to start his first year of college and be far away from home. Having just recently come out as a bi-sexual male, Cole decided to move into a house for LGBTQ2IA+ students. This gives him a chance to be surrounded by people within the community. This group of new found friends must help each other get through the trials and tribulations of adulthood and not let their sexuality define who they are.",What are some movies about growing up in a small town?,theme_group
Hello Stranger,A teenage boy returns home to a familiar face at a local coffee shop.,What are some movies about growing up in a small town?,theme_group
Escape the Usual,Escape the Usual follows a day in the life of three teenage boys during the spring of 2002 in a small fishing village along the south shore of Nova Scotia.,What are some movies about growing up in a small town?,theme_group
Dogman,"A boy, bruised by life, finds his salvation through the love of his dogs.",What are some movies about dogs?,movie
Dog Days,Did not match context,What are some movies about dogs?,movie
The Heirloom,A desperate filmmaker is seized by inspiration when he & his girlfriend adopt a traumatized rescue dog.,What are some movies about dogs?,movie
Snowy Dog,"A filmic conversation about death, animals, and home movies.",What are some movies about dogs?,movie
Dog Days,Did not match context,What are some movies about dogs?,movie
We Are All Dogs,Its about a pet named happy that is the only motivation of a family but the society pressure doesn't let them to live,What are some movies about dogs?,movie
Bad Dog,A motorcycle riding dog must compete with the Grim Reaper to save his soul.,What are some movies about dogs?,movie
Little Death,A middle-aged filmmaker on the verge of a breakthrough. Two kids in search of a lost backpack. A small dog a long way from home.,What are some movies about dogs?,movie
Life's a Bitch,"To please Cecile, Tom agrees to adopt her dead neighbour’s Chihuahua. Actress Greta is crushed. Her dog and her assistant both died, run over by a bus. Franck and Lola fall in love at first sight. They have so much in common, except Lola doesn’t like dogs. Three intertwined destinies, three stories of humans and their dogs.",What are some movies about dogs?,movie
Dog Movie,A passive-aggressive tenderqueer couple sends their household into a quiet tailspin when they adopt an elderly dog with the same name as the unemployed couch surfer they just can’t seem to confront.,What are some movies about dogs?,movie
Wet Dogs,"Two young women, Alix and Tina, decide to go on a trip with their dog Pippo. They are given a hitchhike by Felix, but have no idea what is in the trunk of his car. Is their friendship strong enough to survive the (un)fortunate circumstances?",What are some movies about dogs?,movie
Dogs at the Opera,"Moscow, early 20th century. The stray dog Samson, running away from animal catchers, finds himself in the Bolshoy Theater. So the main character gets acquainted with the dog of the prima ballerina, after which he helps to return the stolen decoration of the hostess.",What are some movies about dogs?,movie
The Inseparables,"The animated buddy movie follows the misadventures of Don, a runaway puppet with boundless imaginations, and DJ Doggy Dog, an abandoned plush looking for a friend, who cross paths in Central Park and team up against all odds for a epic friendship adventure in New York.",What are some movies about dogs?,movie
Little Doggie,"A young wannabe gangster looking for a chance to prove himself, gets caught up in a situation which reveals his true colors.",What are some movies about dogs?,movie
Love Death Dog,"In the early 20th century, a Japanese scholar visiting Korea left behind numerous glass-plate photographs. The narrator discovers images of dogs among his photographs and embarks on a journey tracing the stories of dogs from over a century ago.",What are some movies about dogs?,movie
Drowned Rat,"A sequel to Bertie Gilbert’s first film, “Stray Dog,” explores growing up— how much and how little things change— and time travel.",What are some movies about dogs?,movie
Thank You for Your Service,"In Nic Kuklinski’s documentary short, a veteran’s service dog changes her perspective on closeness.",What are some movies about dogs?,movie
A Dog Called Laura,"Martin Clunes explores the secret lives of Britain’s heroic army of guide dogs, inspired by a podcast story of a blind woman whose life had been changed by her guide dog but who now faces the daunting task of finding a new dog.",What are some movies about dogs?,movie
Dog Days,Did not match context,What are some movies about dogs?,movie
Frank and His Dogs,An aging Irishman lives a simple yet busy life amongst his friends and his dogs.,What are some movies about dogs?,movie
The Company We Keep,An intimate portrait of a ceramics artist and her dog.,What are some movies about dogs?,movie
Bury the Dogs,"An initiatory drama that deals with the cracks that arise in childhood friendships, the vulnerability of youth and the fragility of parental figures.",What are some movies about dogs?,movie
Rocky Meets Lucy,"Desperate to impress the love of his life and leave with her to a tropical getaway, Rocky, a deranged alpha-male, tries to delve into the illicit realm of animal trafficking as he attempts to sell a Tibetan Mastiff in Antwerp's Chinatown.",What are some movies about dogs?,movie
PAW Patrol: The Mighty Movie,"A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.",What are some movies about dogs?,movie
Rain,A Dog is forced to make a life changing decision,What are some movies about dogs?,movie
Beasts Inside,"I believe that there is a beast in each of us, and maybe several. This film tells about the animals that came to me and helped me cope with life.",What are some movies about dogs?,movie
Robot Dreams,"Dog lives in Manhattan and he's tired of being alone. One day he decides to build himself a robot, a companion. Their friendship blossoms, until they become inseparable, to the rhythm of 80's NYC. One summer night, Dog, with great sadness, is forced to abandon Robot at the beach. Will they ever meet again?",What are some movies about dogs?,movie
Love Dogs,"Two men, Tommy and Si-woo, fall in love with the same woman and eventually find out that she is a two-timer, so they join forces and succeed in getting revenge on her through sex, and the two become close friends. As time passes, they also let their sister-in-law become their sex partner; that is why they call them puppies, or rather, love dogs.",What are some movies about dogs?,movie
The Thinking Wolf,"The film is about the search for a Wolf and the meaning of its existence. About the path to the goal, with the conclusions of the animal. A black-and-white story with a chase and pacification.",What are some movies about dogs?,movie
Carlitos,Doggies woof woof,What are some movies about dogs?,movie
The Chihuahua Shake,A musical comedy where a Parisian dachshund is tasked with painting a portrait of a chihuahua who won't stop shaking. Only a trio of minstrels can help show that there's more to his shake than meets the eye.,What are some movies about dogs?,movie
"The More I Zoom in on the Image of These Dogs, The Clearer it Becomes That They Are Related to the Stars.","25 composers, 25 filmmakers, 25 ultimate symbioses of music and cinematography that fit completely within the DNA of Film Fest Gent and the World Soundtrack Awards. For the unique 2x25 project, the festival asked 25 composers to compose a short piece of music, after which 25 filmmakers made a short film. The result: 25 exceptional films where the music inspired the form, narrative and texture.",What are some movies about dogs?,movie
Dog Whistle,"DOG WHISTLE is a mockumentary that follows the rise and eventual fall of an ambitious student documentary project. Compelled by rumours that a small right-wing political club is planning a racially motivated political demonstration on campus, a student documentary crew make a plan to uncover the insidious inner-workings of the Conservative Australian Men’s Party (C.A.M.P). However, while student director, Matt, sets out with a clear directorial vision, when he arrives to meet the club members for the first time and realises that he not only recognises the club’scharismatic President Jack, but knows him from a brief but heated encounter a few years prior, he suddenly becomes entangled in web of lies and the film suffers.",What are some movies about dogs?,movie
Black Dog,Two teenagers from London take an unexpected road trip North as each of them tries to understand how loss and grief have shaped their young minds.,What are some movies about dogs?,movie
Christmas with the Pups,"A social influencer looses her Pomeranian puppy, Belle. Now held up at a ranch with a new family where she meets another Pomeranian. Will Belle be able to find her way home for Christmas? Or will she learn a new meaning to Christmas.",What are some movies about dogs?,movie
The Day of the Sun Dog,"A grieving widow now confines herself and her ageing terrier indoors, until the arrival of ‘Jaggers’ leads to a sign from the afterlife she’s been so desperately seeking.",What are some movies about dogs?,movie
Dog Biscuits,"Borges is a mouse with a toothache that tries to get into a fridge, guarded by a guard dog.",What are some movies about dogs?,movie
I'll Crush Y'all,"A retired boxing champion and his dog must defend his family’s country farm from wave after wave of gangsters in this bloody, bare-knuckle brawler.",What are some movies about dogs?,movie
Jail for dogs,"In the midst of the wave of violence in Mexico in 2014, Franco, a high school student, envisions through a screenplay the possibility of creating absolute peace in his city. Alongside his friends, he embarks on a mission to save his father from an unpredictable assault.",What are some movies about dogs?,movie
Larry,"Takeshi Murata and Christopher Rutledge continue their playful investigation of both the sharp-edged hyperrealism of commercial CGI and its oozing, anarchic breakdown in Larry, which propels its titular character—a droopy-eyed canine baller—through a series of increasingly bizarre and messy loops. Set to a soundtrack of maxed-out electronic rhythms, these vignettes form a ludic study in morphology and motion, as its pooch protagonist continually vaults, multiplies, gets buckets, and dissolves into digital goo.",What are some movies about dogs?,movie
"Rapunzel, The Dog and The Warlock","El Perro, a kidnapped soldier, takes advantage of a confrontation between his captors and the paramilitaries to escape. In his escape, he takes refuge in the house of a peasant family that keeps a dark secret that he must solve to be free.",What are some movies about dogs?,movie
